artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_mins,decade,popularity_category
Matchbox Twenty,Bent,256133,False,2000,54,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,pop,4.268883333333333,2000,Medium
Matchbox Twenty,Bent,256133,False,2000,54,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,rock,4.268883333333333,2000,Medium
Gabrielle,Rise,219093,False,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,pop,3.65155,2000,Medium
Gabrielle,Rise,219093,False,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,R&B,3.65155,2000,Medium
Backstreet Boys,Shape of My Heart,230093,False,2000,70,0.575,0.786,9,-4.353,1,0.0296,0.252,0.0,0.159,0.518,96.102,pop,3.8348833333333334,2000,Medium
Creed,With Arms Wide Open,274800,False,1999,64,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,pop,4.58,1990,Medium
Creed,With Arms Wide Open,274800,False,1999,64,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,rock,4.58,1990,Medium
Creed,With Arms Wide Open,274800,False,1999,64,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,metal,4.58,1990,Medium
The Corrs,Breathless,207506,False,2000,68,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,pop,3.4584333333333332,2000,Medium
The Corrs,Breathless,207506,False,2000,68,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,Folk/Acoustic,3.4584333333333332,2000,Medium
Joe,I Wanna Know,296693,False,2000,65,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,pop,4.944883333333333,2000,Medium
Joe,I Wanna Know,296693,False,2000,65,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,R&B,4.944883333333333,2000,Medium
Wheatus,Teenage Dirtbag,241666,True,1999,71,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,rock,4.0277666666666665,1990,Medium
Wheatus,Teenage Dirtbag,241666,True,1999,71,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,pop,4.0277666666666665,1990,Medium
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,203333,False,1999,64,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,pop,3.3888833333333332,1990,Medium
Creed,Higher,316733,False,1999,69,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,pop,5.278883333333333,1990,Medium
Creed,Higher,316733,False,1999,69,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,rock,5.278883333333333,1990,Medium
Creed,Higher,316733,False,1999,69,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,metal,5.278883333333333,1990,Medium
Britney Spears,Lucky,206226,False,2000,65,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,pop,3.4371,2000,Medium
Nelly,Country Grammar (Hot Shit),287000,True,2000,68,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,hip hop,4.783333333333333,2000,Medium
Nelly,Country Grammar (Hot Shit),287000,True,2000,68,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,pop,4.783333333333333,2000,Medium
Nelly,Country Grammar (Hot Shit),287000,True,2000,68,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,R&B,4.783333333333333,2000,Medium
Shaggy,It Wasn't Me,227600,False,2000,76,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,hip hop,3.7933333333333334,2000,Medium
Shaggy,It Wasn't Me,227600,False,2000,76,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,pop,3.7933333333333334,2000,Medium
Destiny's Child,Survivor,254026,False,2001,70,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,pop,4.233766666666667,2000,Medium
Destiny's Child,Survivor,254026,False,2001,70,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,R&B,4.233766666666667,2000,Medium
Eminem,Stan,404106,True,2000,83,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,hip hop,6.7351,2000,High
Kylie Minogue,Can't Get You out of My Head,230640,False,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,pop,3.844,2000,Medium
Kylie Minogue,Can't Get You out of My Head,230640,False,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,Dance/Electronic,3.844,2000,Medium
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",264893,False,2001,68,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,pop,4.414883333333333,2000,Medium
Nelly Furtado,I'm Like A Bird,243160,False,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,hip hop,4.052666666666667,2000,Low
Nelly Furtado,I'm Like A Bird,243160,False,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,pop,4.052666666666667,2000,Low
Nelly Furtado,I'm Like A Bird,243160,False,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,latin,4.052666666666667,2000,Low
Shakira,"Whenever, Wherever",196160,False,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,pop,3.2693333333333334,2000,Medium
Shakira,"Whenever, Wherever",196160,False,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,latin,3.2693333333333334,2000,Medium
Jimmy Eat World,The Middle,165853,False,2001,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,rock,2.7642166666666665,2000,Medium
Jimmy Eat World,The Middle,165853,False,2001,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,pop,2.7642166666666665,2000,Medium
Train,Drops of Jupiter (Tell Me),259933,False,2001,77,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,pop,4.332216666666667,2000,Medium
Geri Halliwell,It's Raining Men,254640,False,2001,62,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,pop,4.244,2000,Medium
Blu Cantrell,Hit 'Em Up Style (Oops!),250706,False,2001,71,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,pop,4.178433333333333,2000,Medium
Blu Cantrell,Hit 'Em Up Style (Oops!),250706,False,2001,71,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,R&B,4.178433333333333,2000,Medium
Britney Spears,I'm a Slave 4 U,203600,False,2001,69,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,pop,3.3933333333333335,2000,Medium
Kylie Minogue,In Your Eyes,197826,False,2001,62,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,pop,3.2971,2000,Medium
Kylie Minogue,In Your Eyes,197826,False,2001,62,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,Dance/Electronic,3.2971,2000,Medium
Missy Elliott,One Minute Man (feat. Ludacris),252986,True,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,hip hop,4.216433333333334,2000,Medium
Missy Elliott,One Minute Man (feat. Ludacris),252986,True,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,pop,4.216433333333334,2000,Medium
Missy Elliott,One Minute Man (feat. Ludacris),252986,True,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,R&B,4.216433333333334,2000,Medium
Mary J. Blige,Family Affair,265866,False,2001,76,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,pop,4.4311,2000,Medium
Mary J. Blige,Family Affair,265866,False,2001,76,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,R&B,4.4311,2000,Medium
Faithless,We Come 1 - Radio Edit,222435,False,2015,53,0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,pop,3.70725,2010,Medium
Faithless,We Come 1 - Radio Edit,222435,False,2015,53,0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,Dance/Electronic,3.70725,2010,Medium
Limp Bizkit,Rollin' (Air Raid Vehicle),213760,True,2000,73,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,metal,3.562666666666667,2000,Medium
Lasgo,Something,220973,False,2001,65,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,pop,3.6828833333333333,2000,Medium
iio,Rapture (feat.Nadia Ali),253586,False,2006,54,0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,Dance/Electronic,4.2264333333333335,2000,Medium
Emma Bunton,What Took You So Long?,241000,False,2001,54,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,pop,4.016666666666667,2000,Medium
112,It's Over Now,264933,False,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,hip hop,4.41555,2000,Medium
112,It's Over Now,264933,False,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,pop,4.41555,2000,Medium
112,It's Over Now,264933,False,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,R&B,4.41555,2000,Medium
Blue,All Rise,223546,False,2001,63,0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,pop,3.7257666666666664,2000,Medium
Jessica Simpson,Irresistible,194026,False,2001,43,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,pop,3.2337666666666665,2000,Low
Jessica Simpson,Irresistible,194026,False,2001,43,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,R&B,3.2337666666666665,2000,Low
Crazy Town,Butterfly,216733,False,1999,71,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,rock,3.612216666666667,1990,Medium
Crazy Town,Butterfly,216733,False,1999,71,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,metal,3.612216666666667,1990,Medium
Michael Jackson,You Rock My World,337733,False,2001,64,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,pop,5.6288833333333335,2000,Medium
Michael Jackson,You Rock My World,337733,False,2001,64,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,R&B,5.6288833333333335,2000,Medium
Eve,Let Me Blow Ya Mind,230133,True,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,hip hop,3.83555,2000,Medium
Eve,Let Me Blow Ya Mind,230133,True,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,pop,3.83555,2000,Medium
Eve,Let Me Blow Ya Mind,230133,True,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,R&B,3.83555,2000,Medium
Jennifer Lopez,Ain't It Funny,246160,False,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,hip hop,4.102666666666667,2000,Low
Jennifer Lopez,Ain't It Funny,246160,False,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,pop,4.102666666666667,2000,Low
Jennifer Lopez,Ain't It Funny,246160,False,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,R&B,4.102666666666667,2000,Low
Brandy,Another Day in Paradise - R&B-Version,271626,False,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,hip hop,4.5271,2000,Medium
Brandy,Another Day in Paradise - R&B-Version,271626,False,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,pop,4.5271,2000,Medium
Brandy,Another Day in Paradise - R&B-Version,271626,False,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,R&B,4.5271,2000,Medium
Nickelback,How You Remind Me,223840,False,2001,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,rock,3.7306666666666666,2000,Medium
Nickelback,How You Remind Me,223840,False,2001,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,metal,3.7306666666666666,2000,Medium
Daft Punk,One More Time,320357,False,2001,76,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,hip hop,5.339283333333333,2000,Medium
Daft Punk,One More Time,320357,False,2001,76,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,Dance/Electronic,5.339283333333333,2000,Medium
Outkast,Ms. Jackson,270506,True,2000,82,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,hip hop,4.5084333333333335,2000,High
Outkast,Ms. Jackson,270506,True,2000,82,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,pop,4.5084333333333335,2000,High
Fragma,Everytime You Need Me - Radio Version,213346,False,2001,50,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,pop,3.5557666666666665,2000,Medium
Fragma,Everytime You Need Me - Radio Version,213346,False,2001,50,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,Dance/Electronic,3.5557666666666665,2000,Medium
Mariah Carey,Loverboy,229173,False,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,pop,3.81955,2000,Low
Mariah Carey,Loverboy,229173,False,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,R&B,3.81955,2000,Low
Dido,Thank You,218360,False,1999,73,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,pop,3.6393333333333335,1990,Medium
Joe,Stutter (feat. Mystikal) - Double Take Remix,213026,False,2000,57,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,pop,3.5504333333333333,2000,Medium
Joe,Stutter (feat. Mystikal) - Double Take Remix,213026,False,2000,57,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,R&B,3.5504333333333333,2000,Medium
P.O.D.,Youth of the Nation,256240,False,2001,69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,rock,4.270666666666667,2000,Medium
P.O.D.,Youth of the Nation,256240,False,2001,69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,metal,4.270666666666667,2000,Medium
Jennifer Lopez,Play,211493,True,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,hip hop,3.5248833333333334,2000,Medium
Jennifer Lopez,Play,211493,True,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,pop,3.5248833333333334,2000,Medium
Jennifer Lopez,Play,211493,True,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,R&B,3.5248833333333334,2000,Medium
Missy Elliott,Get Ur Freak On,211120,True,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,hip hop,3.518666666666667,2000,Medium
Missy Elliott,Get Ur Freak On,211120,True,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,pop,3.518666666666667,2000,Medium
Missy Elliott,Get Ur Freak On,211120,True,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,R&B,3.518666666666667,2000,Medium
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,False,2008,52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,pop,4.211766666666667,2000,Medium
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,False,2008,52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,latin,4.211766666666667,2000,Medium
Christina Milian,AM To PM,231213,False,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,hip hop,3.85355,2000,Medium
Christina Milian,AM To PM,231213,False,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,pop,3.85355,2000,Medium
Christina Milian,AM To PM,231213,False,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,R&B,3.85355,2000,Medium
Roger Sanchez,Another Chance,452906,False,2000,50,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,Dance/Electronic,7.5484333333333336,2000,Medium
Gorillaz,Clint Eastwood,340920,True,2001,74,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,hip hop,5.682,2000,Medium
2Pac,Until The End Of Time,266506,True,2001,57,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976,hip hop,4.441766666666667,2000,Medium
Tamia,Stranger in My House,285386,False,2000,48,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,pop,4.756433333333334,2000,Low
Tamia,Stranger in My House,285386,False,2000,48,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,R&B,4.756433333333334,2000,Low
Mary J. Blige,No More Drama,326240,False,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,pop,5.437333333333333,2000,Medium
Mary J. Blige,No More Drama,326240,False,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,R&B,5.437333333333333,2000,Medium
Jennifer Lopez,Love Don't Cost a Thing,221226,False,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,hip hop,3.6871,2000,Medium
Jennifer Lopez,Love Don't Cost a Thing,221226,False,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,pop,3.6871,2000,Medium
Jennifer Lopez,Love Don't Cost a Thing,221226,False,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,R&B,3.6871,2000,Medium
Jamiroquai,Little L,295400,False,2001,65,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,pop,4.923333333333333,2000,Medium
Case,Missing You,284666,False,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,hip hop,4.744433333333333,2000,Medium
Case,Missing You,284666,False,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,pop,4.744433333333333,2000,Medium
Case,Missing You,284666,False,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,R&B,4.744433333333333,2000,Medium
112,Peaches & Cream,193093,False,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,hip hop,3.2182166666666667,2000,Medium
112,Peaches & Cream,193093,False,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,pop,3.2182166666666667,2000,Medium
112,Peaches & Cream,193093,False,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,R&B,3.2182166666666667,2000,Medium
Five,Let's Dance - Radio Edit,218626,False,2001,47,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,pop,3.6437666666666666,2000,Low
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],213133,False,2001,54,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,Dance/Electronic,3.552216666666667,2000,Medium
Alien Ant Farm,Smooth Criminal,209266,False,2001,75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,rock,3.4877666666666665,2000,Medium
Alien Ant Farm,Smooth Criminal,209266,False,2001,75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,metal,3.4877666666666665,2000,Medium
Erick Sermon,Music (feat. Marvin Gaye),223133,True,2001,57,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,hip hop,3.7188833333333333,2000,Medium
Erick Sermon,Music (feat. Marvin Gaye),223133,True,2001,57,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,pop,3.7188833333333333,2000,Medium
D12,Purple Pills,304506,True,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,hip hop,5.0751,2000,Medium
D12,Purple Pills,304506,True,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,pop,5.0751,2000,Medium
D12,Purple Pills,304506,True,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,rock,5.0751,2000,Medium
Usher,Pop Ya Collar - Radio Edit,210813,False,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,hip hop,3.51355,2010,Low
Usher,Pop Ya Collar - Radio Edit,210813,False,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,pop,3.51355,2010,Low
Usher,Pop Ya Collar - Radio Edit,210813,False,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,R&B,3.51355,2010,Low
Madonna,Don't Tell Me,280973,False,2000,53,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop,4.682883333333334,2000,Medium
Blue,If You Come Back,207560,False,2001,58,0.582,0.707,10,-4.487,1,0.0319,0.0822,0.0,0.0467,0.701,78.375,pop,3.4593333333333334,2000,Medium
Atomic Kitten,Eternal Flame - Single Version,195506,False,2001,58,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,pop,3.2584333333333335,2000,Medium
Jagged Edge,Where the Party At (feat. Nelly),232573,False,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,hip hop,3.8762166666666666,2000,Medium
Jagged Edge,Where the Party At (feat. Nelly),232573,False,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,pop,3.8762166666666666,2000,Medium
Jagged Edge,Where the Party At (feat. Nelly),232573,False,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,R&B,3.8762166666666666,2000,Medium
Afroman,Because I Got High,197760,True,2001,68,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,hip hop,3.296,2000,Medium
S Club 7,Don't Stop Movin',233626,False,2001,63,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,pop,3.8937666666666666,2000,Medium
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,hip hop,4.286666666666667,2000,Medium
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,pop,4.286666666666667,2000,Medium
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,R&B,4.286666666666667,2000,Medium
Nelly Furtado,Turn Off The Light,276106,False,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,hip hop,4.601766666666666,2000,Low
Nelly Furtado,Turn Off The Light,276106,False,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,pop,4.601766666666666,2000,Low
Nelly Furtado,Turn Off The Light,276106,False,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,latin,4.601766666666666,2000,Low
The Supermen Lovers,Starlight - Radio Edit,234400,False,2001,61,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,Dance/Electronic,3.9066666666666667,2000,Medium
Mis-Teeq,All I Want - Sunship Radio Edit,207400,False,2004,46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,pop,3.4566666666666666,2000,Low
Mis-Teeq,All I Want - Sunship Radio Edit,207400,False,2004,46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,Dance/Electronic,3.4566666666666666,2000,Low
Jagged Edge,Promise,246720,False,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,hip hop,4.112,2000,Medium
Jagged Edge,Promise,246720,False,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,pop,4.112,2000,Medium
Jagged Edge,Promise,246720,False,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,R&B,4.112,2000,Medium
S Club 7,Have You Ever,201533,False,2001,60,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,pop,3.3588833333333334,2000,Medium
Enya,Only Time,218546,False,2000,69,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,World/Traditional,3.6424333333333334,2000,Medium
Enya,Only Time,218546,False,2000,69,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,Folk/Acoustic,3.6424333333333334,2000,Medium
Faith Hill,There You'll Be,222120,False,2001,60,0.321,0.511,8,-7.77,1,0.0306,0.513,0.0,0.127,0.17,128.98,pop,3.702,2000,Medium
